youtube_url;CNPJ;gt_CNAE;experiment_run;llmModel;batch_size;pipeline;runs;total_tokens;total_time;experiment_time;cnae;cnae_divisao;cnae_divisao_descricao;cnae_grupo;cnae_grupo_descricao;cnae_classe;cnae_classe_descricao;cnae_subclasse;cnae_subclasse_descricao;reasoning;useFewshot
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;gpt-4o-mini;16;B;3;27404;55,79693484;55,79720402;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;1;Supermercados e hipermercados;As imagens mostram um estabelecimento varejista com prateleiras organizadas de produtos alimentícios e bebidas, evidenciando um ambiente típico de supermercado. A variedade de alimentos e layouts apropriados indicam que o comércio é predominantemente de produtos alimentícios.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;gpt-4o-mini;16;B;3;25868;49,4194653;49,41963077;47.11-3/01;47;Comércio Varejista;11;Comércio Varejista de Alimentos;3;Comércio Varejista de Alimentos em Geral;1;Comércio Varejista de Alimentos em Geral;As imagens mostram um ambiente de supermercado com prateleiras organizadas contendo alimentos e produtos de limpeza, típico do Comércio Varejista. O foco na venda de alimentos corroborando a escolha do código CNAE 47.11-3/01.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;gpt-4o;16;A;3;214462;56,14505148;56,14537644;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;A análise integral das imagens de todos os segmentos do vídeo indica um ambiente característico de supermercado, com prateleiras recheadas de alimentos, bebidas e produtos de higiene e limpeza. Todos os segmentos reforçam a classificação como um estabelecimento que atua no comércio varejista de mercadorias em geral, com predominância de produtos alimentícios, caracterizando-se como supermercados.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;gpt-4o;16;A;3;214872;61,87858772;61,87897706;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Hipermercados e supermercados;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;Os segmentos do vídeo mostram ambientes característicos de supermercado, com prateleiras cheias de alimentos, bebidas e produtos de limpeza, além de corredores e áreas típicas de atendimento ao cliente, confirmando a predominância da atividade de comércio varejista de mercadorias em geral, com ênfase em produtos alimentícios.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;gpt-4o;16;A;3;215115;64,57999539;64,58033252;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;A maioria dos segmentos do vídeo apresentam imagens de ambientes típicos de supermercados, com prateleiras repletas de diversos produtos alimentícios. Isso caracteriza predominantemente a atividade de comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados. Embora um segmento tenha indicado a possibilidade de ser um minimercado ou mercearia, a predominância das imagens sugere se tratar de um supermercado.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;gpt-4o;16;A;3;26575;56,79015827;56,79031229;47.11-3-02;47;Comércio Varejista;11;Hipermercados e supermercados;3;Supermercados;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;Após analisar todos os segmentos do vídeo, observa-se predominantemente um ambiente de supermercado, com imagens de prateleiras repletas de produtos alimentícios, bebidas, produtos de limpeza e a presença de caixas registradoras. Assim, a atividade predominante é classificada como comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;gpt-4o;16;A;3;26378;45,34272838;45,34291744;47.11-3-02;47;Comércio Varejista;11;Comércio Varejista de Mercadorias em Geral, com Predominância de Produtos Alimentícios - Supermercados;3;Comércio Varejista de Mercadorias em Geral, com Predominância de Produtos Alimentícios - Supermercados;2;Supermercados;Analisando todas as respostas, observa-se que as imagens consistentemente mostram características e produtos típicos de supermercados, tais como prateleiras com alimentos, itens de mercearia e produtos embalados. Isso indica que a atividade predominante é o comércio varejista de mercadorias em geral, com foco em produtos alimentícios – supermercados.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;gpt-4o;16;A;3;26512;54,71662092;54,71684432;47.11-3-02;47;Comércio varejista;11;Hipermercados e supermercados;3;Hipermercados e supermercados;2;Supermercados;A análise dos diferentes segmentos do vídeo indica consistentemente características de um supermercado, como prateleiras e gôndolas com variedade de produtos alimentícios e não alimentícios, organização típica de supermercados, caixas registradoras e sinalizações de produtos. Essas características são predominantes em todos os trechos, indicando que o estabelecimento se classifica corretamente como um supermercado.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;gpt-4o;16;B;3;73404;50,93451381;50,93476152;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Hipermercados e supermercados;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;As imagens mostram corredores de supermercado com prateleiras repletas de produtos alimentícios e de limpeza, sinalização típica de seções como 'bebidas', decoração de promoções e presença de caixas registradoras, indicando ser um ambiente de compra em supermercado.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;gpt-4o;16;B;3;73852;53,41861176;53,41893458;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral;3;Comércio varejista de produtos alimentícios;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;As imagens apresentam características típicas de um supermercado, como prateleiras com produtos alimentícios, bebidas e itens de limpeza, sinalizações de diferentes seções e presença de caixas registradoras, indicando um ambiente de autosserviço. A decoração e organização reforçam o contexto de um supermercado.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;gpt-4o;16;B;3;73832;62,19019699;62,1904099;47.11-3-01;47;Comércio varejista;11;Comércio varejista em supermercados e hipermercados;3;Comércio varejista em supermercados e hipermercados;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;As imagens mostram um ambiente interno com prateleiras organizadas repletas de produtos alimentícios e não alimentícios, típicos de supermercado. Signage de seções como 'Bebidas', presença de áreas de checkout com caixas registradoras, e funcionários com uniformes reforçam a identificação como supermercado. Esses elementos visuais são característicos do comércio varejista de produtos alimentícios.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;gpt-4o;16;B;3;26304;52,08353329;52,08371186;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;A presença de prateleiras organizadas com alimentos e bebidas, sinalização de áreas típicas de supermercados, como 'Salgadinhos' e 'Bebidas', e a estrutura com caixas registradoras indicam que a atividade predominante é a de um supermercado.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;gpt-4o;16;B;3;26485;49,55747414;49,55765772;47.11-3-01;47;Comércio Varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Hipermercados e supermercados;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;As imagens mostram um supermercado com prateleiras cheias de alimentos e bebidas, sinalização de seções como bebidas e caixas registradoras, típicos de um ambiente de varejo alimentício.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;gpt-4o;16;B;3;26295;41,72814584;41,72830677;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Supermercados;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;As imagens mostram um supermercado com seções bem organizadas de alimentos, bebidas e produtos de limpeza. As características como corredores largos e prateleiras abastecidas indicam que o estabelecimento é predominantemente dedicado ao comércio de produtos alimentícios.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;o1;16;A;3;223690;279,4251397;279,4254887;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Hipermercados e supermercados;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;As imagens de todos os trechos mostram gôndolas e prateleiras repletas de gêneros alimentícios, bebidas e itens de limpeza, além de funcionários e caixas de pagamento, evidenciando tratar-se de um ambiente de supermercado com predominância de produtos alimentícios.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;o1;16;A;3;227969;289,2616303;289,262018;47.11-3-02;47;Comércio varejista, exceto de veículos automotores e motocicletas;47,11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;47.11-3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;47.11-3-02;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;A análise integral dos segmentos do vídeo indica uma predominância de prateleiras com alimentos e produtos de limpeza típica de supermercados, confirmando 47.11-3-02 como a atividade principal.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;o1;16;A;3;223494;237,7553258;237,7556689;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;Observando todos os trechos do vídeo, identificam-se prateleiras repletas de alimentos, bebidas e produtos de limpeza, todos típicos de um supermercado de grande porte, confirmando tratar-se de um comércio varejista de mercadorias em geral com predominância de produtos alimentícios.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;o1;16;A;3;38079;237,8983898;237,8985572;47.11-3-01;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – hipermercados e supermercados;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;1;Supermercados;Todas as cenas apontam para a atividade de supermercado, com ampla variedade de itens alimentícios, higienização e caixas, refletindo a predominância dessa atividade.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;o1;16;A;3;38198;309,7326291;309,7328103;47.11-3-02;47;Comércio varejista;47,1;Comércio varejista de mercadorias em geral;47.11-3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;47.11-3-02;Supermercados;Com base em todos os segmentos do vídeo, observa-se a predominância de atividades típicas de supermercados, com venda de gêneros alimentícios, produtos de limpeza e higiene, prateleiras de produtos diversos, caracterizando a atividade principal como supermercados.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;o1;16;A;3;36795;288,7511153;288,7512918;47.11-3-02;47;Comércio varejista;47,1;Comércio varejista não especializado;47.11-3;Comércio varejista em hipermercados e supermercados;47.11-3-02;Supermercados;Ao analisar todos os trechos e seus conteúdos, constatou-se a predominância de atividades típicas de supermercado, como prateleiras de alimentos, produtos de limpeza e higiene em autosserviço (CNAE 47.11-3-02).;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;o1;16;B;3;85660;257,4675698;257,4678826;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;2;Supermercados;Ambiente amplo com várias gôndolas de alimentos, limpeza e higiene, caixas múltiplos e setorização típica de supermercado.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;o1;16;B;3;88870;370,3646023;370,3649316;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral;3;Comércio a varejo de mercadorias em geral, com predominância de produtos alimentícios;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;Observa-se a venda de grande variedade de alimentos e itens de limpeza em corredor amplo e autosserviço, típico de supermercados;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;o1;16;B;3;86442;241,9982977;241,9986243;47.11-3-02;47;Comércio varejista;11;Comércio varejista de mercadorias em geral;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;Ambiente amplo com prateleiras de alimentos, produtos de higiene e vários caixas, típico de supermercado.;True
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;1;o1;16;B;3;41593;249,5057824;249,5060246;47.11-3-01;47;Comércio varejista;471;Comércio varejista de mercadorias em geral;4711;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;01/03/4711;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – supermercados;As imagens mostram autosserviço com ampla oferta de produtos alimentícios, higiene e limpeza, layout e sinalização típicos de supermercados.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;2;o1;16;B;3;39568;217,5015416;217,5017865;47.11-3-02;47;Comércio varejista;47,1;Comércio varejista não especializado com predominância de produtos alimentícios;47.11-3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios – hipermercados e supermercados;2;Comércio varejista em supermercados;As imagens mostram gôndolas repletas de itens de alimentação, higiene, limpeza, vários caixas e farta oferta de produtos típicos de supermercado.;False
https://www.youtube.com/watch?v=KNdec9yoU6U;28173534000139;47-11-3-01;3;o1;16;B;3;39801;291,5169029;291,5171511;47.11-3-01;47;Comércio varejista;11;Comércio varejista não especializado;3;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios;1;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;As imagens mostram gôndolas com gêneros alimentícios, produtos de limpeza, caixas múltiplos e layout de supermercado de médio/grande porte em sistema de autosserviço.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;1;gpt-4o-mini;16;A;3;214896;66,19356275;66,19387031;45.20-0-01;45;Comércio e reparação de veículos automotores e motocicletas;20;Manutenção e reparação de veículos automotores;0;Serviços de manutenção e reparação mecânica de veículos automotores;1;Serviços de manutenção e reparação mecânica de veículos automotores;As imagens apresentadas em diferentes segmentos do vídeo mostram um ambiente de oficina mecânica com veículos automotores em processo de manutenção, evidenciando predominantemente as atividades de serviços de manutenção e reparação mecânica. O foco está na manutenção e reparação de veículos, utilizando ferramentas apropriadas e observando o trabalho em diversas partes dos veículos.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;2;gpt-4o-mini;16;A;3;215000;63,94093871;63,94125915;45.20-0-01;45;Comércio e reparação de veículos automotores e motocicletas;20;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de automóveis;1;Serviços de manutenção e reparação mecânica de veículos automotores;As imagens mostram um ambiente de oficina mecânica com múltiplos carros sendo atendidos e ferramentas de manutenção, caracterizando predominantemente serviços de manutenção e reparação mecânica de veículos automotores.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;3;gpt-4o-mini;16;A;3;215004;64,93015337;64,93046045;45.20-0-01;45;Comércio e reparação de veículos automotores e motocicletas;20;Manutenção e reparação de veículos automotores;0;Serviços de manutenção e reparação mecânica de veículos automotores;1;Serviços de manutenção e reparação mecânica de veículos automotores;As imagens ao longo dos segmentos do vídeo mostram atividades constantes de manutenção e reparação mecânica de veículos automotores. Há evidências visuais de oficinas, ferramentas, e veículos sendo reparados, consolidando o CNAE predominante relacionado aos serviços de manutenção mecânica.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;1;gpt-4o-mini;16;A;3;26723;50,87365127;50,87383389;95.11-1-00;95;Atividades de reparação e manutenção;11;Manutenção e reparação de veículos automotores;1;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;As imagens abrangem diferentes aspectos da manutenção e reparação de veículos, mostrando ambientes de trabalho com carros em oficinas e ferramentas específicas, confirmando a predominância de atividades relacionadas a serviços de manutenção automotiva.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;2;gpt-4o-mini;16;A;3;26771;49,09484267;49,09501576;95.21-1-00;95;Atividades de serviços de reparação e manutenção;21;Reparação e manutenção de veículos automotores;1;Reparação e manutenção de veículos automotores, exceto motocicletas;0;Reparação e manutenção de veículos automotores;As imagens analisadas mostram ambientes de oficinas mecânicas onde veículos estão sendo reparados e mantidos, com a presença de ferramentas e equipamentos típicos do setor. A atividade principal identificada se alinha à reparação e manutenção de veículos automotores, predominando a classificação CNAE 95.21-1-00 ao contextualizar o serviço focado nesse segmento.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;3;gpt-4o-mini;16;A;3;26772;59,07977748;59,07996392;95.11-0-01;95;Atividades de reparação e manutenção;11;Reparação e manutenção de veículos automotores;0;Reparação e manutenção de veículos automotores;1;Reparação e manutenção de automóveis, caminhões e motocicletas;As imagens e atividades apresentadas ao longo dos segmentos do vídeo são predominantemente focadas na reparação e manutenção de veículos automotores, incluindo carros esportivos e de luxo. Os elementos visuais, como ferramentas de oficina e veículos em manutenção, reforçam essa principal atividade.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;1;gpt-4o-mini;16;B;3;74746;75,49426508;75,49450874;95.12-0/01;95;Atividades de reparação e manutenção;12;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;1;Serviços de manutenção e reparação de veículos automotores;A análise das imagens revela a presença de ferramentas de reparação, veículos sendo elevados para manutenção, e uso de tecnologia para diagnóstico. O ambiente é claramente uma oficina especializada no atendimento de carros, especialmente de alto desempenho.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;2;gpt-4o-mini;16;B;3;74718;66,7835989;66,78390694;95.11-3-00;95;Manutenção e reparação de veículos automotores;11;Manutenção e reparação de veículos automotores;3;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;As imagens mostram ferramentas, veículos em manutenção, um ambiente de oficina e o uso de tecnologia para diagnóstico, indicando uma especializada em serviços de manutenção e reparação automotiva.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;3;gpt-4o-mini;16;B;3;74637;65,23974228;65,24004173;95.11-3/00;95;Atividades de reparação e manutenção;11;Manutenção e reparação de veículos automotores;3;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;As imagens mostram um ambiente claramente voltado para a manutenção e personalização de veículos automotores de alto desempenho. O uso de ferramentas, a presença de carros esportivos na oficina, e a infraestrutura adequada indicam um foco em serviços especializados de manutenção.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;1;gpt-4o-mini;16;B;3;28007;74,88954759;74,88978076;95.21-5-00;95;Manutenção e reparação de veículos automotores;21;Manutenção e reparação de automóveis, veículos leves e caminhonetes;5;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de automóveis, veículos leves e caminhonetes;As imagens mostram um ambiente de oficina especializado em manutenção e reparação de veículos de alto desempenho, como Ferrari e Lamborghini, implicando serviços mecânicos avançados e personalizados.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;2;gpt-4o-mini;16;B;3;27752;52,29684782;52,29702282;95.11-3/01;95;Manutenção e reparação de veículos automotores;11;Manutenção e reparação de veículos automotores;3;Reparação e manutenção de veículos automotores;1;Manutenção e reparação de veículos automotores;As imagens mostram um ambiente de oficina mecânica com veículos elevados, ferramentas específicas para manutenção, e equipamentos para diagnósticos avançados, indicando serviços de reparo e customização de automóveis, especialmente de alto desempenho.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;3;gpt-4o-mini;16;B;3;27904;80,49060655;80,49077225;95.21-5-00;95;Manutenção e reparação de veículos e motocicletas;21;Manutenção e reparação de veículos automotores;5;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;As imagens mostram um ambiente de oficina mecânica especializado, com ferramentas para manutenção, veículos de alto desempenho elevados, e equipamentos para diagnóstico, evidenciando a atividade focada na manutenção e reparação de veículos.;False
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;1;gpt-4o;16;A;3;214407;56,27386355;56,27418828;45.20-0-01;45;Comércio e reparação de veículos automotores e motocicletas;20;Manutenção e reparação de veículos automotores;0;Serviços de manutenção e reparação de veículos automotores;1;Serviços de manutenção e reparação mecânica de veículos automotores;Em todos os segmentos analisados, as imagens mostram um ambiente típico de uma oficina de manutenção e reparação de veículos automotores, com a presença de elevadores, ferramentas automotivas, veículos em serviço e componentes de motores. Isto indica claramente que a atividade predominante é a manutenção e reparação de veículos automotores.;True
https://www.youtube.com/watch?v=ttDcnljSQBc;33334000000187;45.20-0-01;2;gpt-4o;16;A;3;214478;48,03675127;48,03704596;45.20-0-01;45;Comércio e reparação de veículos automotores e motocicletas;20;Manutenção e reparação de veículos automotores;0;Manutenção e reparação de veículos automotores;1;Serviços de manutenção e reparação mecânica de veículos automotores;A análise consolidada dos trechos do vídeo indica um local de oficina mecânica com a presença de veículos em elevadores, ferramentas e equipamentos de diagnóstico. Todos os segmentos destacam atividades de manutenção e reparação de veículos automotores, sugerindo fortemente que o ambiente é dedicado a serviços de reparação mecânica. Assim, o CNAE representativo de todas as observações é 45.20-0-01.;True
